event_id,account_id,event_type,event_date
E0002346,A00746,Exported Data,2023-11-26
E0002347,A00747,Signed Up,2023-09-15
E0002348,A00747,Completed Onboarding,2023-09-15
E0002349,A00747,Upgraded Plan,2023-11-25
E0002350,A00748,Signed Up,2024-07-14
E0002351,A00749,Signed Up,2023-09-20
E0002352,A00749,Completed Onboarding,2023-09-24
E0002353,A00749,Enabled Automation,2023-10-13
E0002354,A00750,Signed Up,2023-10-27
E0002355,A00750,Completed Onboarding,2023-10-28
E0002356,A00751,Signed Up,2024-12-03
E0002357,A00751,Completed Onboarding,2024-12-07
E0002358,A00751,Invited Team Member,2024-12-18
E0002359,A00751,Connected Integration,2024-12-21
E0002360,A00752,Signed Up,2023-09-19
E0002361,A00752,Exported Data,2023-12-16
E0002362,A00753,Signed Up,2023-07-16
E0002363,A00753,Completed Onboarding,2023-07-18
E0002364,A00753,Invited Team Member,2023-08-03
E0002365,A00753,Created First Report,2023-10-07
E0002366,A00754,Signed Up,2024-04-25
E0002367,A00754,Completed Onboarding,2024-04-29
E0002368,A00755,Signed Up,2023-07-27
E0002369,A00755,Connected Integration,2023-08-06
E0002370,A00755,Upgraded Plan,2023-08-09
E0002371,A00756,Signed Up,2024-09-04
E0002372,A00756,Completed Onboarding,2024-09-06
E0002373,A00756,Created First Report,2024-10-23
E0002374,A00756,Connected Integration,2024-11-23
E0002375,A00756,Exported Data,2024-09-29
E0002376,A00757,Signed Up,2023-02-08
E0002377,A00758,Signed Up,2023-01-29
E0002378,A00758,Completed Onboarding,2023-02-02
E0002379,A00758,Exported Data,2023-04-19
E0002380,A00758,Created First Report,2023-02-16
E0002381,A00759,Signed Up,2024-06-27
E0002382,A00759,Completed Onboarding,2024-06-27
E0002383,A00759,Created First Report,2024-07-15
E0002384,A00759,Invited Team Member,2024-07-21
E0002385,A00760,Signed Up,2024-04-21
E0002386,A00760,Created First Report,2024-07-02
E0002387,A00761,Signed Up,2023-06-08
E0002388,A00761,Completed Onboarding,2023-06-13
E0002389,A00762,Signed Up,2024-09-11
E0002390,A00762,Completed Onboarding,2024-09-13
E0002391,A00762,Invited Team Member,2024-10-07
E0002392,A00762,Exported Data,2024-11-27
E0002393,A00762,Enabled Automation,2024-11-07
E0002394,A00763,Signed Up,2024-09-11
E0002395,A00763,Completed Onboarding,2024-09-12
E0002396,A00764,Signed Up,2024-12-23
E0002397,A00764,Completed Onboarding,2024-12-28
E0002398,A00764,Upgraded Plan,2024-12-30
E0002399,A00765,Signed Up,2024-01-09
E0002400,A00765,Completed Onboarding,2024-01-12
E0002401,A00765,Invited Team Member,2024-02-16
E0002402,A00766,Signed Up,2024-03-06
E0002403,A00766,Connected Integration,2024-04-05
E0002404,A00767,Signed Up,2023-09-30
E0002405,A00767,Completed Onboarding,2023-10-03
E0002406,A00767,Exported Data,2023-11-16
E0002407,A00767,Connected Integration,2023-12-12
E0002408,A00767,Enabled Automation,2023-12-04
E0002409,A00767,Upgraded Plan,2023-11-07
E0002410,A00767,Created First Report,2023-12-29
E0002411,A00767,Invited Team Member,2023-10-01
E0002412,A00768,Signed Up,2023-02-06
E0002413,A00768,Completed Onboarding,2023-02-11
E0002414,A00768,Created First Report,2023-03-17
E0002415,A00769,Signed Up,2024-02-20
E0002416,A00769,Completed Onboarding,2024-02-24
E0002417,A00769,Connected Integration,2024-03-01
E0002418,A00769,Created First Report,2024-04-10
E0002419,A00769,Exported Data,2024-04-08
E0002420,A00770,Signed Up,2023-09-20
E0002421,A00770,Completed Onboarding,2023-09-21
E0002422,A00771,Signed Up,2024-05-31
E0002423,A00771,Created First Report,2024-06-02
E0002424,A00771,Upgraded Plan,2024-06-20
E0002425,A00772,Signed Up,2024-02-28
E0002426,A00773,Signed Up,2023-02-27
E0002427,A00773,Completed Onboarding,2023-02-27
E0002428,A00774,Signed Up,2024-10-11
E0002429,A00774,Enabled Automation,2024-11-08
E0002430,A00774,Connected Integration,2024-10-11
E0002431,A00775,Signed Up,2023-09-22
E0002432,A00775,Invited Team Member,2023-10-09
E0002433,A00776,Signed Up,2023-10-31
E0002434,A00776,Created First Report,2023-10-31
E0002435,A00777,Signed Up,2023-09-04
E0002436,A00777,Completed Onboarding,2023-09-08
E0002437,A00777,Upgraded Plan,2023-10-09
E0002438,A00777,Connected Integration,2023-12-02
E0002439,A00777,Created First Report,2023-10-03
E0002440,A00777,Invited Team Member,2023-11-04
E0002441,A00778,Signed Up,2023-11-25
E0002442,A00778,Completed Onboarding,2023-11-30
E0002443,A00778,Created First Report,2024-02-03
E0002444,A00778,Exported Data,2023-12-15
E0002445,A00778,Enabled Automation,2024-01-28
E0002446,A00779,Signed Up,2024-05-04
E0002447,A00780,Signed Up,2023-01-25
E0002448,A00780,Created First Report,2023-02-13
E0002449,A00780,Connected Integration,2023-03-14
E0002450,A00781,Signed Up,2024-09-19
E0002451,A00781,Completed Onboarding,2024-09-20
E0002452,A00782,Signed Up,2024-12-13
E0002453,A00782,Enabled Automation,2024-12-24
E0002454,A00782,Upgraded Plan,2024-12-30
E0002455,A00783,Signed Up,2023-01-09
E0002456,A00783,Completed Onboarding,2023-01-12
E0002457,A00783,Connected Integration,2023-03-31
E0002458,A00783,Created First Report,2023-04-08
E0002459,A00784,Signed Up,2024-03-07
E0002460,A00784,Completed Onboarding,2024-03-12
E0002461,A00784,Created First Report,2024-03-10
E0002462,A00784,Connected Integration,2024-04-23
E0002463,A00785,Signed Up,2024-06-11
E0002464,A00785,Completed Onboarding,2024-06-14
E0002465,A00785,Created First Report,2024-08-17
E0002466,A00785,Upgraded Plan,2024-07-20
E0002467,A00785,Invited Team Member,2024-08-28
E0002468,A00785,Connected Integration,2024-07-14
E0002469,A00786,Signed Up,2024-01-11
E0002470,A00786,Completed Onboarding,2024-01-11
E0002471,A00786,Connected Integration,2024-02-20
E0002472,A00787,Signed Up,2024-12-09
E0002473,A00788,Signed Up,2023-07-14
E0002474,A00789,Signed Up,2024-10-18
E0002475,A00789,Enabled Automation,2024-11-07
E0002476,A00789,Exported Data,2024-11-25
E0002477,A00790,Signed Up,2024-05-03
E0002478,A00790,Upgraded Plan,2024-07-02
E0002479,A00790,Created First Report,2024-05-13
E0002480,A00790,Connected Integration,2024-06-19
E0002481,A00791,Signed Up,2023-07-06
E0002482,A00792,Signed Up,2023-07-08
E0002483,A00792,Created First Report,2023-09-19
E0002484,A00793,Signed Up,2024-06-27
E0002485,A00793,Completed Onboarding,2024-07-02
E0002486,A00793,Exported Data,2024-07-22
E0002487,A00793,Connected Integration,2024-09-23
E0002488,A00794,Signed Up,2024-07-05
E0002489,A00794,Completed Onboarding,2024-07-10
E0002490,A00794,Invited Team Member,2024-09-24
E0002491,A00794,Created First Report,2024-09-15
E0002492,A00794,Connected Integration,2024-08-24
E0002493,A00794,Enabled Automation,2024-09-07
E0002494,A00794,Upgraded Plan,2024-09-26
E0002495,A00795,Signed Up,2024-02-19
E0002496,A00795,Exported Data,2024-03-03
E0002497,A00795,Created First Report,2024-05-14
E0002498,A00796,Signed Up,2024-12-05
E0002499,A00796,Completed Onboarding,2024-12-10
E0002500,A00796,Connected Integration,2024-12-13
E0002501,A00797,Signed Up,2023-07-24
E0002502,A00797,Completed Onboarding,2023-07-29
E0002503,A00797,Enabled Automation,2023-10-09
E0002504,A00797,Connected Integration,2023-08-11
E0002505,A00797,Created First Report,2023-08-11
E0002506,A00797,Exported Data,2023-08-11
E0002507,A00798,Signed Up,2023-09-22
E0002508,A00798,Created First Report,2023-10-14
E0002509,A00798,Upgraded Plan,2023-09-23
E0002510,A00799,Signed Up,2023-04-23
E0002511,A00799,Completed Onboarding,2023-04-28
E0002512,A00799,Invited Team Member,2023-06-13
E0002513,A00799,Exported Data,2023-07-13
E0002514,A00799,Created First Report,2023-05-14
E0002515,A00799,Enabled Automation,2023-07-16
E0002516,A00800,Signed Up,2023-04-21
E0002517,A00800,Completed Onboarding,2023-04-25
E0002518,A00800,Upgraded Plan,2023-07-18
E0002519,A00801,Signed Up,2023-03-05
E0002520,A00801,Completed Onboarding,2023-03-10
E0002521,A00802,Signed Up,2023-08-31
E0002522,A00802,Completed Onboarding,2023-08-31
E0002523,A00802,Invited Team Member,2023-09-30
E0002524,A00802,Exported Data,2023-11-20
E0002525,A00802,Upgraded Plan,2023-10-28
E0002526,A00803,Signed Up,2024-09-15
E0002527,A00803,Completed Onboarding,2024-09-16
E0002528,A00803,Invited Team Member,2024-11-21
E0002529,A00804,Signed Up,2024-09-21
E0002530,A00804,Exported Data,2024-10-05
E0002531,A00805,Signed Up,2024-11-19
E0002532,A00805,Completed Onboarding,2024-11-20
E0002533,A00805,Created First Report,2024-12-26
E0002534,A00805,Exported Data,2024-12-07
E0002535,A00805,Invited Team Member,2024-12-13
E0002536,A00805,Upgraded Plan,2024-12-25
E0002537,A00806,Signed Up,2023-01-24
E0002538,A00806,Invited Team Member,2023-04-09
E0002539,A00806,Exported Data,2023-02-13
E0002540,A00807,Signed Up,2023-10-25
E0002541,A00807,Completed Onboarding,2023-10-29
E0002542,A00807,Created First Report,2024-01-12
E0002543,A00807,Upgraded Plan,2023-12-01
E0002544,A00807,Exported Data,2024-01-02
E0002545,A00808,Signed Up,2023-08-30
E0002546,A00808,Connected Integration,2023-09-12
E0002547,A00809,Signed Up,2024-05-25
E0002548,A00809,Completed Onboarding,2024-05-26
E0002549,A00810,Signed Up,2024-11-15
E0002550,A00810,Completed Onboarding,2024-11-15
E0002551,A00810,Invited Team Member,2024-11-19
E0002552,A00811,Signed Up,2023-02-20
E0002553,A00811,Completed Onboarding,2023-02-23
E0002554,A00811,Enabled Automation,2023-05-11
E0002555,A00811,Connected Integration,2023-04-30
E0002556,A00812,Signed Up,2024-01-29
E0002557,A00812,Completed Onboarding,2024-02-03
E0002558,A00812,Enabled Automation,2024-02-11
E0002559,A00812,Invited Team Member,2024-02-09
E0002560,A00812,Created First Report,2024-04-05
E0002561,A00813,Signed Up,2024-06-01
E0002562,A00813,Completed Onboarding,2024-06-06
E0002563,A00813,Enabled Automation,2024-07-08
E0002564,A00813,Connected Integration,2024-07-23
E0002565,A00814,Signed Up,2023-09-05
E0002566,A00814,Completed Onboarding,2023-09-06
E0002567,A00815,Signed Up,2023-07-18
E0002568,A00815,Completed Onboarding,2023-07-18
E0002569,A00816,Signed Up,2023-02-07
E0002570,A00816,Completed Onboarding,2023-02-12
E0002571,A00816,Upgraded Plan,2023-02-12
E0002572,A00816,Connected Integration,2023-02-26
E0002573,A00816,Enabled Automation,2023-03-18
E0002574,A00817,Signed Up,2024-05-22
E0002575,A00817,Enabled Automation,2024-06-06
E0002576,A00818,Signed Up,2023-01-03
E0002577,A00818,Completed Onboarding,2023-01-08
E0002578,A00818,Exported Data,2023-01-07
E0002579,A00819,Signed Up,2023-11-14
E0002580,A00819,Invited Team Member,2023-12-02
E0002581,A00820,Signed Up,2023-04-10
E0002582,A00820,Completed Onboarding,2023-04-12
E0002583,A00820,Exported Data,2023-04-28
E0002584,A00821,Signed Up,2023-08-22
E0002585,A00821,Completed Onboarding,2023-08-23
E0002586,A00821,Exported Data,2023-10-12
E0002587,A00822,Signed Up,2023-05-16
E0002588,A00822,Upgraded Plan,2023-06-08
E0002589,A00823,Signed Up,2024-11-20
E0002590,A00823,Upgraded Plan,2024-12-28
E0002591,A00823,Exported Data,2024-11-28
E0002592,A00824,Signed Up,2023-12-18
E0002593,A00824,Completed Onboarding,2023-12-23
E0002594,A00824,Enabled Automation,2024-01-25
E0002595,A00824,Upgraded Plan,2024-01-09
E0002596,A00825,Signed Up,2023-12-06
E0002597,A00825,Completed Onboarding,2023-12-06
E0002598,A00825,Connected Integration,2024-01-16
E0002599,A00826,Signed Up,2023-12-25
E0002600,A00826,Completed Onboarding,2023-12-28
E0002601,A00826,Enabled Automation,2024-01-05
E0002602,A00826,Upgraded Plan,2024-01-30
E0002603,A00826,Invited Team Member,2024-02-10
E0002604,A00827,Signed Up,2024-10-06
E0002605,A00827,Created First Report,2024-11-02
E0002606,A00827,Invited Team Member,2024-11-08
E0002607,A00828,Signed Up,2023-07-14
E0002608,A00828,Completed Onboarding,2023-07-19
E0002609,A00829,Signed Up,2023-01-22
E0002610,A00829,Completed Onboarding,2023-01-25
E0002611,A00830,Signed Up,2024-08-04
E0002612,A00830,Completed Onboarding,2024-08-07
E0002613,A00830,Exported Data,2024-08-23
E0002614,A00830,Enabled Automation,2024-10-07
E0002615,A00831,Signed Up,2023-09-03
E0002616,A00831,Completed Onboarding,2023-09-08
E0002617,A00832,Signed Up,2023-06-06
E0002618,A00832,Completed Onboarding,2023-06-07
E0002619,A00832,Upgraded Plan,2023-07-03
E0002620,A00832,Invited Team Member,2023-07-08
E0002621,A00832,Connected Integration,2023-08-22
E0002622,A00832,Exported Data,2023-06-13
E0002623,A00832,Enabled Automation,2023-06-16
E0002624,A00833,Signed Up,2023-09-21
E0002625,A00833,Exported Data,2023-11-03
E0002626,A00834,Signed Up,2024-04-16
E0002627,A00834,Upgraded Plan,2024-06-07
E0002628,A00834,Created First Report,2024-06-15
E0002629,A00835,Signed Up,2024-02-19
E0002630,A00836,Signed Up,2023-11-26
E0002631,A00836,Completed Onboarding,2023-11-30
E0002632,A00837,Signed Up,2023-01-03
E0002633,A00837,Connected Integration,2023-02-26
E0002634,A00837,Exported Data,2023-03-21
E0002635,A00838,Signed Up,2024-06-23
E0002636,A00838,Connected Integration,2024-08-26
E0002637,A00838,Created First Report,2024-08-28
E0002638,A00839,Signed Up,2023-01-14
E0002639,A00839,Completed Onboarding,2023-01-19
E0002640,A00839,Enabled Automation,2023-01-29
E0002641,A00839,Created First Report,2023-04-14
E0002642,A00840,Signed Up,2023-05-23
E0002643,A00840,Completed Onboarding,2023-05-28
E0002644,A00841,Signed Up,2023-05-11
E0002645,A00842,Signed Up,2024-01-01
E0002646,A00842,Completed Onboarding,2024-01-06
E0002647,A00843,Signed Up,2024-05-13
E0002648,A00843,Invited Team Member,2024-07-06
E0002649,A00844,Signed Up,2023-07-21
E0002650,A00844,Completed Onboarding,2023-07-23
E0002651,A00844,Enabled Automation,2023-10-08
E0002652,A00844,Connected Integration,2023-09-02
E0002653,A00845,Signed Up,2024-10-05
E0002654,A00845,Completed Onboarding,2024-10-06
E0002655,A00846,Signed Up,2024-05-23
E0002656,A00846,Completed Onboarding,2024-05-23
E0002657,A00846,Enabled Automation,2024-06-13
E0002658,A00846,Invited Team Member,2024-06-04
E0002659,A00846,Upgraded Plan,2024-07-31
E0002660,A00847,Signed Up,2023-10-09
E0002661,A00847,Connected Integration,2023-12-17
E0002662,A00848,Signed Up,2023-11-02
E0002663,A00848,Completed Onboarding,2023-11-04
E0002664,A00849,Signed Up,2023-10-14
E0002665,A00849,Completed Onboarding,2023-10-15
E0002666,A00849,Exported Data,2023-11-10
E0002667,A00850,Signed Up,2024-01-05
E0002668,A00850,Completed Onboarding,2024-01-05
E0002669,A00851,Signed Up,2023-11-01
E0002670,A00851,Invited Team Member,2024-01-05
E0002671,A00851,Connected Integration,2023-11-12
E0002672,A00852,Signed Up,2023-01-04
E0002673,A00852,Completed Onboarding,2023-01-08
E0002674,A00852,Invited Team Member,2023-03-13
E0002675,A00852,Exported Data,2023-02-26
E0002676,A00853,Signed Up,2024-08-04
E0002677,A00853,Invited Team Member,2024-10-15
E0002678,A00854,Signed Up,2024-12-09
E0002679,A00854,Enabled Automation,2024-12-09
E0002680,A00854,Invited Team Member,2024-12-18
E0002681,A00855,Signed Up,2023-12-20
E0002682,A00855,Connected Integration,2023-12-31
E0002683,A00855,Created First Report,2023-12-29
E0002684,A00856,Signed Up,2023-05-16
E0002685,A00856,Completed Onboarding,2023-05-18
E0002686,A00856,Connected Integration,2023-08-03
E0002687,A00857,Signed Up,2024-10-20
E0002688,A00858,Signed Up,2024-04-11
E0002689,A00858,Completed Onboarding,2024-04-11
E0002690,A00858,Enabled Automation,2024-05-08
E0002691,A00858,Exported Data,2024-06-21
E0002692,A00858,Connected Integration,2024-06-26
E0002693,A00858,Invited Team Member,2024-05-07
E0002694,A00858,Upgraded Plan,2024-06-28
E0002695,A00859,Signed Up,2023-10-07
E0002696,A00859,Completed Onboarding,2023-10-11
E0002697,A00859,Upgraded Plan,2023-10-29
E0002698,A00859,Enabled Automation,2023-11-03
E0002699,A00859,Created First Report,2023-11-04
E0002700,A00859,Connected Integration,2023-12-25
E0002701,A00860,Signed Up,2023-06-30
E0002702,A00860,Enabled Automation,2023-08-09
E0002703,A00860,Invited Team Member,2023-08-31
E0002704,A00861,Signed Up,2024-10-17
E0002705,A00861,Completed Onboarding,2024-10-19
E0002706,A00861,Invited Team Member,2024-11-30
E0002707,A00861,Enabled Automation,2024-11-26
E0002708,A00861,Connected Integration,2024-11-30
E0002709,A00861,Upgraded Plan,2024-11-21
E0002710,A00862,Signed Up,2024-08-31
E0002711,A00863,Signed Up,2023-04-02
E0002712,A00863,Invited Team Member,2023-06-27
E0002713,A00864,Signed Up,2024-02-03
E0002714,A00864,Created First Report,2024-03-27
E0002715,A00864,Exported Data,2024-02-26
E0002716,A00864,Enabled Automation,2024-04-05
E0002717,A00865,Signed Up,2024-09-20
E0002718,A00865,Invited Team Member,2024-12-05
E0002719,A00865,Upgraded Plan,2024-11-23
E0002720,A00866,Signed Up,2024-01-18
E0002721,A00866,Completed Onboarding,2024-01-19
E0002722,A00866,Created First Report,2024-04-15
E0002723,A00866,Invited Team Member,2024-03-17
E0002724,A00867,Signed Up,2024-09-01
E0002725,A00867,Completed Onboarding,2024-09-05
E0002726,A00867,Enabled Automation,2024-11-01
E0002727,A00868,Signed Up,2024-05-01
E0002728,A00868,Connected Integration,2024-07-23
E0002729,A00868,Exported Data,2024-06-25
E0002730,A00869,Signed Up,2023-01-30
E0002731,A00869,Invited Team Member,2023-04-09
E0002732,A00870,Signed Up,2024-10-16
E0002733,A00870,Completed Onboarding,2024-10-20
E0002734,A00871,Signed Up,2024-07-11
E0002735,A00871,Enabled Automation,2024-08-29
E0002736,A00872,Signed Up,2024-09-24
E0002737,A00872,Created First Report,2024-10-14
E0002738,A00872,Enabled Automation,2024-10-10
E0002739,A00873,Signed Up,2024-12-13
E0002740,A00873,Upgraded Plan,2024-12-13
E0002741,A00874,Signed Up,2023-04-26
E0002742,A00874,Completed Onboarding,2023-05-01
E0002743,A00875,Signed Up,2023-04-25
E0002744,A00875,Completed Onboarding,2023-04-28
E0002745,A00875,Created First Report,2023-06-12
E0002746,A00875,Upgraded Plan,2023-07-21
E0002747,A00876,Signed Up,2024-07-21
E0002748,A00876,Completed Onboarding,2024-07-26
E0002749,A00876,Upgraded Plan,2024-09-10
E0002750,A00876,Created First Report,2024-09-03
E0002751,A00877,Signed Up,2024-08-07
E0002752,A00877,Completed Onboarding,2024-08-12
E0002753,A00877,Invited Team Member,2024-08-11
E0002754,A00878,Signed Up,2023-04-27
E0002755,A00878,Completed Onboarding,2023-04-29
E0002756,A00878,Created First Report,2023-06-10
E0002757,A00878,Connected Integration,2023-04-28
E0002758,A00879,Signed Up,2023-10-31
E0002759,A00879,Completed Onboarding,2023-11-05
E0002760,A00879,Invited Team Member,2023-11-27
E0002761,A00879,Upgraded Plan,2024-01-17
E0002762,A00879,Created First Report,2023-12-29
E0002763,A00880,Signed Up,2023-04-26
E0002764,A00880,Completed Onboarding,2023-04-29
E0002765,A00880,Connected Integration,2023-05-20
E0002766,A00881,Signed Up,2023-12-25
E0002767,A00881,Completed Onboarding,2023-12-25
E0002768,A00881,Created First Report,2024-03-21
E0002769,A00882,Signed Up,2023-07-10
E0002770,A00882,Completed Onboarding,2023-07-12
E0002771,A00882,Invited Team Member,2023-09-13
E0002772,A00882,Created First Report,2023-09-22
E0002773,A00882,Upgraded Plan,2023-09-26
E0002774,A00882,Exported Data,2023-07-22
E0002775,A00883,Signed Up,2023-08-22
E0002776,A00883,Exported Data,2023-11-17
E0002777,A00883,Invited Team Member,2023-11-20
E0002778,A00884,Signed Up,2023-10-26
E0002779,A00884,Completed Onboarding,2023-10-26
E0002780,A00884,Enabled Automation,2023-12-01
E0002781,A00884,Upgraded Plan,2023-12-12
E0002782,A00884,Exported Data,2023-10-26
E0002783,A00884,Invited Team Member,2023-12-27
E0002784,A00885,Signed Up,2024-03-29
E0002785,A00885,Completed Onboarding,2024-03-30
E0002786,A00886,Signed Up,2024-08-21
E0002787,A00886,Connected Integration,2024-10-06
E0002788,A00886,Exported Data,2024-10-02
E0002789,A00887,Signed Up,2024-03-15
E0002790,A00888,Signed Up,2024-08-13
E0002791,A00888,Enabled Automation,2024-09-24
E0002792,A00889,Signed Up,2023-12-02
E0002793,A00889,Completed Onboarding,2023-12-07
E0002794,A00889,Invited Team Member,2023-12-25
E0002795,A00889,Created First Report,2024-02-03
E0002796,A00889,Enabled Automation,2023-12-14
E0002797,A00889,Exported Data,2024-01-27
E0002798,A00889,Upgraded Plan,2024-01-04
E0002799,A00890,Signed Up,2024-08-02
E0002800,A00890,Completed Onboarding,2024-08-04
E0002801,A00890,Enabled Automation,2024-10-28
E0002802,A00890,Invited Team Member,2024-09-16
E0002803,A00890,Created First Report,2024-10-25
E0002804,A00891,Signed Up,2024-05-22
E0002805,A00892,Signed Up,2023-04-26
E0002806,A00892,Exported Data,2023-07-08
E0002807,A00892,Upgraded Plan,2023-05-19
E0002808,A00893,Signed Up,2023-03-20
E0002809,A00893,Completed Onboarding,2023-03-25
E0002810,A00893,Exported Data,2023-05-27
E0002811,A00893,Enabled Automation,2023-05-11
E0002812,A00894,Signed Up,2023-07-25
E0002813,A00894,Completed Onboarding,2023-07-29
E0002814,A00894,Exported Data,2023-09-07
E0002815,A00894,Invited Team Member,2023-08-30
E0002816,A00894,Connected Integration,2023-10-22
E0002817,A00894,Upgraded Plan,2023-07-29
E0002818,A00894,Created First Report,2023-08-25
E0002819,A00895,Signed Up,2024-05-04
E0002820,A00895,Completed Onboarding,2024-05-08
E0002821,A00895,Invited Team Member,2024-05-31
E0002822,A00895,Exported Data,2024-05-11
E0002823,A00896,Signed Up,2024-07-03
E0002824,A00896,Upgraded Plan,2024-09-26
E0002825,A00897,Signed Up,2024-06-22
E0002826,A00897,Completed Onboarding,2024-06-23
E0002827,A00897,Exported Data,2024-08-23
E0002828,A00897,Invited Team Member,2024-08-16
E0002829,A00897,Connected Integration,2024-09-15
E0002830,A00898,Signed Up,2023-10-27
E0002831,A00898,Completed Onboarding,2023-11-01
E0002832,A00898,Connected Integration,2023-10-29
E0002833,A00899,Signed Up,2023-03-07
E0002834,A00899,Completed Onboarding,2023-03-09
E0002835,A00899,Enabled Automation,2023-05-16
E0002836,A00900,Signed Up,2024-06-17
E0002837,A00900,Upgraded Plan,2024-08-28
E0002838,A00900,Connected Integration,2024-08-12
E0002839,A00901,Signed Up,2024-02-24
E0002840,A00901,Upgraded Plan,2024-03-06
E0002841,A00901,Invited Team Member,2024-05-18
E0002842,A00902,Signed Up,2024-05-07
E0002843,A00902,Completed Onboarding,2024-05-11
E0002844,A00903,Signed Up,2023-06-14
E0002845,A00903,Completed Onboarding,2023-06-16
E0002846,A00903,Connected Integration,2023-08-28
E0002847,A00904,Signed Up,2024-03-25
E0002848,A00904,Invited Team Member,2024-06-05
E0002849,A00904,Connected Integration,2024-04-07
E0002850,A00905,Signed Up,2023-04-05
E0002851,A00905,Upgraded Plan,2023-06-19
E0002852,A00906,Signed Up,2024-02-21
E0002853,A00906,Completed Onboarding,2024-02-21
E0002854,A00906,Connected Integration,2024-05-12
E0002855,A00906,Exported Data,2024-03-06
E0002856,A00907,Signed Up,2024-02-20
E0002857,A00907,Completed Onboarding,2024-02-22
E0002858,A00907,Created First Report,2024-03-16
E0002859,A00907,Exported Data,2024-04-07
E0002860,A00908,Signed Up,2023-10-10
E0002861,A00908,Connected Integration,2023-11-06
E0002862,A00908,Enabled Automation,2023-12-12
E0002863,A00909,Signed Up,2024-12-01
E0002864,A00909,Invited Team Member,2024-12-19
E0002865,A00910,Signed Up,2024-02-21
E0002866,A00910,Completed Onboarding,2024-02-21
E0002867,A00910,Enabled Automation,2024-03-04
E0002868,A00910,Invited Team Member,2024-03-25
E0002869,A00911,Signed Up,2024-09-11
E0002870,A00911,Completed Onboarding,2024-09-16
E0002871,A00911,Enabled Automation,2024-12-09
E0002872,A00911,Invited Team Member,2024-09-24
E0002873,A00911,Connected Integration,2024-10-02
E0002874,A00912,Signed Up,2023-01-11
E0002875,A00912,Completed Onboarding,2023-01-13
E0002876,A00912,Enabled Automation,2023-03-29
E0002877,A00913,Signed Up,2024-02-29
E0002878,A00913,Created First Report,2024-05-13
E0002879,A00914,Signed Up,2023-06-16
E0002880,A00915,Signed Up,2023-06-30
E0002881,A00916,Signed Up,2023-04-25
E0002882,A00916,Completed Onboarding,2023-04-27
E0002883,A00917,Signed Up,2024-06-26
E0002884,A00917,Upgraded Plan,2024-07-05
E0002885,A00918,Signed Up,2023-03-12
E0002886,A00919,Signed Up,2024-04-08
E0002887,A00920,Signed Up,2024-07-24
E0002888,A00920,Completed Onboarding,2024-07-26
E0002889,A00920,Created First Report,2024-10-03
E0002890,A00921,Signed Up,2023-05-14
E0002891,A00921,Completed Onboarding,2023-05-16
E0002892,A00921,Created First Report,2023-07-22
E0002893,A00921,Exported Data,2023-05-19
E0002894,A00922,Signed Up,2024-09-27
E0002895,A00922,Completed Onboarding,2024-09-27
E0002896,A00922,Exported Data,2024-11-14
E0002897,A00922,Upgraded Plan,2024-10-15
E0002898,A00922,Created First Report,2024-10-30
E0002899,A00923,Signed Up,2023-08-02
E0002900,A00923,Enabled Automation,2023-08-21
E0002901,A00924,Signed Up,2024-06-12
E0002902,A00924,Completed Onboarding,2024-06-15
E0002903,A00925,Signed Up,2023-03-12
E0002904,A00925,Invited Team Member,2023-06-01
E0002905,A00926,Signed Up,2023-12-12
E0002906,A00926,Completed Onboarding,2023-12-15
E0002907,A00926,Upgraded Plan,2024-01-31
E0002908,A00927,Signed Up,2024-08-25
E0002909,A00927,Invited Team Member,2024-10-11
E0002910,A00927,Connected Integration,2024-10-26
E0002911,A00927,Created First Report,2024-11-07
E0002912,A00927,Enabled Automation,2024-09-17
E0002913,A00928,Signed Up,2023-11-16
E0002914,A00928,Completed Onboarding,2023-11-19
E0002915,A00929,Signed Up,2024-05-16
E0002916,A00929,Enabled Automation,2024-07-27
E0002917,A00929,Connected Integration,2024-07-16
E0002918,A00930,Signed Up,2023-02-06
E0002919,A00930,Completed Onboarding,2023-02-09
E0002920,A00930,Upgraded Plan,2023-03-28
E0002921,A00930,Connected Integration,2023-04-22
E0002922,A00931,Signed Up,2024-11-11
E0002923,A00932,Signed Up,2023-08-02
E0002924,A00932,Connected Integration,2023-09-26
E0002925,A00933,Signed Up,2024-02-17
E0002926,A00933,Completed Onboarding,2024-02-17
E0002927,A00934,Signed Up,2024-08-20
E0002928,A00934,Completed Onboarding,2024-08-21
E0002929,A00935,Signed Up,2023-06-10
E0002930,A00935,Completed Onboarding,2023-06-12
E0002931,A00935,Exported Data,2023-06-22
E0002932,A00935,Upgraded Plan,2023-08-29
E0002933,A00935,Invited Team Member,2023-06-19
E0002934,A00936,Signed Up,2023-03-12
E0002935,A00936,Enabled Automation,2023-03-27
E0002936,A00936,Connected Integration,2023-04-11
E0002937,A00937,Signed Up,2023-03-28
E0002938,A00937,Upgraded Plan,2023-05-30
E0002939,A00937,Enabled Automation,2023-06-10
E0002940,A00938,Signed Up,2024-08-08
E0002941,A00938,Completed Onboarding,2024-08-08
E0002942,A00938,Invited Team Member,2024-09-14
E0002943,A00938,Connected Integration,2024-10-01
E0002944,A00939,Signed Up,2023-08-06
E0002945,A00939,Created First Report,2023-10-27
E0002946,A00940,Signed Up,2023-11-08
E0002947,A00940,Completed Onboarding,2023-11-08
