account_id,signup_date,industry,company_size,source,plan,mrr,trial_end_date,conversion_date,churned,churn_date
A00624,2024-02-25,SaaS,201-500,LinkedIn,Free,0,2024-03-10,,No,
A00625,2023-03-16,Healthcare,201-500,Product Hunt,Free,0,2023-03-30,,No,
A00626,2024-12-28,Fintech,51-200,Direct,Growth,249,2025-01-11,2025-01-12,Yes,2025-02-11
A00627,2024-12-14,Education,51-200,Referral,Enterprise,1499,2024-12-28,2025-01-02,No,
A00628,2024-07-30,Fintech,201-500,Paid Ads,Growth,199,2024-08-13,2024-08-17,Yes,2024-12-03
A00629,2023-01-04,Healthcare,11-50,Paid Ads,Free,0,2023-01-18,,No,
A00630,2023-03-14,Logistics,500+,Direct,Free,0,2023-03-28,,No,
A00631,2024-03-18,Real Estate,201-500,Organic Search,Free,0,2024-04-01,,No,
A00632,2024-01-22,Education,1-10,Direct,Free,0,2024-02-05,,No,
A00633,2023-04-10,Fintech,11-50,Referral,Starter,29,2023-04-24,2023-05-01,No,
A00634,2023-05-22,Education,500+,Partner,Starter,49,2023-06-05,2023-06-06,No,
A00635,2024-12-11,Marketing Agency,51-200,Organic Search,Growth,149,2024-12-25,2024-12-28,No,
A00636,2023-07-01,Fintech,1-10,Organic Search,Free,0,2023-07-15,,No,
A00637,2024-10-26,Education,11-50,Product Hunt,Growth,149,2024-11-09,2024-11-14,No,
A00638,2024-01-07,Fintech,11-50,Organic Search,Free,0,2024-01-21,,No,
A00639,2024-10-03,E-commerce,51-200,Product Hunt,Starter,79,2024-10-17,2024-10-21,Yes,2024-11-28
A00640,2024-06-01,Marketing Agency,11-50,Referral,Free,0,2024-06-15,,No,
A00641,2024-06-19,SaaS,51-200,Direct,Free,0,2024-07-03,,No,
A00642,2024-07-14,Real Estate,500+,Partner,Growth,199,2024-07-28,2024-08-04,No,
A00643,2024-06-25,Logistics,51-200,Referral,Free,0,2024-07-09,,No,
A00644,2023-01-03,Marketing Agency,500+,Product Hunt,Free,0,2023-01-17,,No,
A00645,2024-04-17,E-commerce,500+,Partner,Free,0,2024-05-01,,No,
A00646,2023-10-19,Education,201-500,Paid Ads,Free,0,2023-11-02,,No,
A00647,2023-04-28,E-commerce,51-200,Paid Ads,Growth,249,2023-05-12,2023-05-15,No,
A00648,2024-07-08,SaaS,11-50,Paid Ads,Free,0,2024-07-22,,No,
A00649,2024-08-05,Fintech,11-50,Organic Search,Free,0,2024-08-19,,No,
A00650,2024-02-14,Real Estate,500+,Product Hunt,Free,0,2024-02-28,,No,
A00651,2023-06-23,Fintech,500+,LinkedIn,Growth,149,2023-07-07,2023-07-10,Yes,2024-05-21
A00652,2024-06-24,Education,500+,Product Hunt,Free,0,2024-07-08,,No,
A00653,2024-11-09,Real Estate,1-10,Referral,Free,0,2024-11-23,,No,
A00654,2024-12-10,Marketing Agency,1-10,Product Hunt,Free,0,2024-12-24,,No,
A00655,2024-09-17,E-commerce,11-50,Direct,Free,0,2024-10-01,,No,
A00656,2024-03-31,Healthcare,500+,Product Hunt,Growth,249,2024-04-14,2024-04-15,No,
A00657,2024-11-08,Fintech,201-500,LinkedIn,Free,0,2024-11-22,,No,
A00658,2023-03-18,Education,51-200,Paid Ads,Free,0,2023-04-01,,No,
A00659,2023-10-08,Fintech,201-500,LinkedIn,Growth,199,2023-10-22,2023-10-28,Yes,2024-01-24
A00660,2024-10-15,Marketing Agency,11-50,Product Hunt,Free,0,2024-10-29,,No,
A00661,2024-01-17,Fintech,500+,Partner,Free,0,2024-01-31,,No,
A00662,2024-08-06,Logistics,51-200,Product Hunt,Free,0,2024-08-20,,No,
A00663,2024-12-28,Education,201-500,LinkedIn,Free,0,2025-01-11,,No,
A00664,2023-10-23,Marketing Agency,51-200,Organic Search,Free,0,2023-11-06,,No,
A00665,2024-07-12,Healthcare,51-200,Paid Ads,Free,0,2024-07-26,,No,
A00666,2023-12-29,Logistics,1-10,Partner,Free,0,2024-01-12,,No,
A00667,2023-12-23,Marketing Agency,51-200,Organic Search,Free,0,2024-01-06,,No,
A00668,2023-04-18,E-commerce,11-50,LinkedIn,Free,0,2023-05-02,,No,
A00669,2024-08-27,Healthcare,51-200,Referral,Free,0,2024-09-10,,No,
A00670,2024-04-22,Marketing Agency,201-500,Referral,Enterprise,499,2024-05-06,2024-05-10,No,
A00671,2023-01-18,Fintech,51-200,Direct,Free,0,2023-02-01,,No,
A00672,2023-09-19,Fintech,11-50,Paid Ads,Free,0,2023-10-03,,No,
A00673,2024-01-24,Logistics,11-50,Product Hunt,Starter,29,2024-02-07,2024-02-14,Yes,2024-07-01
A00674,2023-10-17,Real Estate,500+,Referral,Free,0,2023-10-31,,No,
A00675,2023-02-25,Marketing Agency,11-50,Product Hunt,Free,0,2023-03-11,,No,
A00676,2024-09-08,Marketing Agency,11-50,Partner,Starter,49,2024-09-22,2024-09-23,No,
A00677,2024-01-31,Healthcare,51-200,Referral,Free,0,2024-02-14,,No,
A00678,2024-12-12,Fintech,201-500,Direct,Free,0,2024-12-26,,No,
A00679,2023-02-16,Marketing Agency,500+,Partner,Free,0,2023-03-02,,No,
A00680,2023-03-28,Education,51-200,Organic Search,Free,0,2023-04-11,,No,
A00681,2024-08-15,SaaS,11-50,Paid Ads,Free,0,2024-08-29,,No,
A00682,2023-04-05,Real Estate,11-50,Referral,Free,0,2023-04-19,,No,
A00683,2023-11-25,Real Estate,11-50,Paid Ads,Growth,249,2023-12-09,2023-12-12,No,
A00684,2024-04-06,Education,500+,Direct,Free,0,2024-04-20,,No,
A00685,2023-02-25,Healthcare,51-200,Direct,Free,0,2023-03-11,,No,
A00686,2024-06-26,Logistics,11-50,Organic Search,Free,0,2024-07-10,,No,
A00687,2023-01-14,Healthcare,51-200,Organic Search,Free,0,2023-01-28,,No,
A00688,2023-06-04,Education,500+,Direct,Free,0,2023-06-18,,No,
A00689,2023-10-21,Healthcare,11-50,Direct,Free,0,2023-11-04,,No,
A00690,2023-10-09,Real Estate,1-10,Organic Search,Free,0,2023-10-23,,No,
A00691,2023-05-24,Healthcare,51-200,Direct,Growth,149,2023-06-07,2023-06-08,No,
A00692,2023-04-05,Education,201-500,Referral,Growth,299,2023-04-19,2023-04-25,Yes,2023-10-06
A00693,2023-04-18,Marketing Agency,1-10,LinkedIn,Free,0,2023-05-02,,No,
A00694,2023-05-27,Education,11-50,Paid Ads,Enterprise,499,2023-06-10,2023-06-11,No,
A00695,2024-01-10,Healthcare,51-200,Paid Ads,Free,0,2024-01-24,,No,
A00696,2023-02-23,Fintech,201-500,Paid Ads,Free,0,2023-03-09,,No,
A00697,2024-10-04,SaaS,1-10,Direct,Free,0,2024-10-18,,No,
A00698,2023-09-03,Logistics,51-200,LinkedIn,Growth,299,2023-09-17,2023-09-20,No,
A00699,2023-07-02,Fintech,1-10,Organic Search,Free,0,2023-07-16,,No,
A00700,2024-09-06,SaaS,51-200,Organic Search,Free,0,2024-09-20,,No,
A00701,2023-01-05,Education,1-10,Referral,Enterprise,799,2023-01-19,2023-01-20,No,
A00702,2023-09-16,E-commerce,201-500,Paid Ads,Free,0,2023-09-30,,No,
A00703,2024-10-15,Marketing Agency,500+,Direct,Free,0,2024-10-29,,No,
A00704,2023-09-29,Marketing Agency,201-500,LinkedIn,Free,0,2023-10-13,,No,
A00705,2024-02-01,Real Estate,1-10,Referral,Free,0,2024-02-15,,No,
A00706,2023-09-26,Healthcare,11-50,Referral,Free,0,2023-10-10,,No,
A00707,2024-01-08,Healthcare,500+,Direct,Growth,249,2024-01-22,2024-01-26,No,
A00708,2023-01-06,SaaS,201-500,Partner,Growth,249,2023-01-20,2023-01-27,Yes,2023-05-21
A00709,2024-08-02,Real Estate,51-200,LinkedIn,Free,0,2024-08-16,,No,
A00710,2023-07-13,Education,51-200,LinkedIn,Free,0,2023-07-27,,No,
A00711,2023-07-03,Education,500+,Paid Ads,Free,0,2023-07-17,,No,
A00712,2023-06-28,Real Estate,201-500,Paid Ads,Starter,49,2023-07-12,2023-07-18,No,
A00713,2024-11-17,Real Estate,51-200,Product Hunt,Growth,199,2024-12-01,2024-12-01,Yes,2024-12-31
A00714,2024-03-12,E-commerce,51-200,Organic Search,Starter,49,2024-03-26,2024-04-01,No,
A00715,2023-08-21,Marketing Agency,1-10,Direct,Free,0,2023-09-04,,No,
A00716,2024-07-22,SaaS,500+,Direct,Free,0,2024-08-05,,No,
A00717,2024-11-21,Logistics,500+,Referral,Enterprise,799,2024-12-05,2024-12-06,No,
A00718,2024-08-08,Healthcare,500+,Organic Search,Free,0,2024-08-22,,No,
A00719,2024-08-20,Logistics,51-200,Product Hunt,Free,0,2024-09-03,,No,
A00720,2023-12-30,Logistics,11-50,Partner,Enterprise,499,2024-01-13,2024-01-20,No,
A00721,2023-05-13,Real Estate,11-50,Referral,Free,0,2023-05-27,,No,
A00722,2024-01-10,Marketing Agency,1-10,Product Hunt,Free,0,2024-01-24,,No,
A00723,2024-07-18,E-commerce,51-200,Paid Ads,Free,0,2024-08-01,,No,
A00724,2024-03-12,Marketing Agency,201-500,Paid Ads,Free,0,2024-03-26,,No,
A00725,2024-03-05,Real Estate,51-200,Paid Ads,Free,0,2024-03-19,,No,
A00726,2023-05-21,Real Estate,11-50,Direct,Free,0,2023-06-04,,No,
A00727,2024-06-21,Fintech,201-500,Partner,Free,0,2024-07-05,,No,
A00728,2023-01-22,Marketing Agency,11-50,Organic Search,Free,0,2023-02-05,,No,
A00729,2023-10-23,Healthcare,500+,LinkedIn,Free,0,2023-11-06,,No,
A00730,2024-06-20,Education,201-500,Organic Search,Free,0,2024-07-04,,No,
A00731,2024-09-18,SaaS,1-10,Product Hunt,Free,0,2024-10-02,,No,
A00732,2024-02-14,Logistics,1-10,LinkedIn,Free,0,2024-02-28,,No,
A00733,2023-12-31,Education,51-200,Organic Search,Growth,199,2024-01-14,2024-01-19,No,
A00734,2024-10-05,Fintech,1-10,LinkedIn,Free,0,2024-10-19,,No,
A00735,2023-07-18,Real Estate,201-500,Organic Search,Growth,299,2023-08-01,2023-08-04,No,
A00736,2024-06-11,E-commerce,51-200,Partner,Starter,49,2024-06-25,2024-06-30,No,
A00737,2023-12-20,Education,1-10,Partner,Growth,149,2024-01-03,2024-01-08,No,
A00738,2024-10-12,E-commerce,500+,Referral,Starter,49,2024-10-26,2024-10-30,No,
A00739,2024-10-20,Real Estate,51-200,Partner,Free,0,2024-11-03,,No,
A00740,2023-11-24,Healthcare,51-200,Referral,Free,0,2023-12-08,,No,
A00741,2024-04-27,Logistics,500+,Referral,Free,0,2024-05-11,,No,
A00742,2023-03-27,Education,500+,Product Hunt,Free,0,2023-04-10,,No,
A00743,2023-02-10,Logistics,1-10,Partner,Free,0,2023-02-24,,No,
A00744,2023-02-26,Education,51-200,Paid Ads,Starter,79,2023-03-12,2023-03-14,No,
A00745,2023-12-26,Education,201-500,Referral,Free,0,2024-01-09,,No,
A00746,2023-09-16,SaaS,51-200,Product Hunt,Free,0,2023-09-30,,No,
A00747,2023-09-15,Logistics,11-50,Direct,Free,0,2023-09-29,,No,
A00748,2024-07-14,Education,11-50,Organic Search,Free,0,2024-07-28,,No,
A00749,2023-09-20,SaaS,1-10,Direct,Free,0,2023-10-04,,No,
A00750,2023-10-27,E-commerce,1-10,Direct,Free,0,2023-11-10,,No,
A00751,2024-12-03,Real Estate,51-200,LinkedIn,Free,0,2024-12-17,,No,
A00752,2023-09-19,Healthcare,51-200,Partner,Free,0,2023-10-03,,No,
A00753,2023-07-16,E-commerce,500+,Direct,Free,0,2023-07-30,,No,
A00754,2024-04-25,Logistics,201-500,Paid Ads,Free,0,2024-05-09,,No,
A00755,2023-07-27,Fintech,51-200,Paid Ads,Free,0,2023-08-10,,No,
A00756,2024-09-04,Marketing Agency,500+,Organic Search,Starter,79,2024-09-18,2024-09-18,No,
A00757,2023-02-08,Education,51-200,Partner,Free,0,2023-02-22,,No,
A00758,2023-01-29,Marketing Agency,201-500,Paid Ads,Free,0,2023-02-12,,No,
A00759,2024-06-27,Logistics,51-200,Organic Search,Free,0,2024-07-11,,No,
A00760,2024-04-21,E-commerce,500+,LinkedIn,Free,0,2024-05-05,,No,
A00761,2023-06-08,Education,1-10,Direct,Free,0,2023-06-22,,No,
A00762,2024-09-11,Real Estate,1-10,Referral,Growth,199,2024-09-25,2024-09-30,Yes,2024-12-11
A00763,2024-09-11,Fintech,11-50,Paid Ads,Free,0,2024-09-25,,No,
A00764,2024-12-23,SaaS,500+,Paid Ads,Free,0,2025-01-06,,No,
A00765,2024-01-09,Fintech,201-500,Product Hunt,Free,0,2024-01-23,,No,
A00766,2024-03-06,Fintech,201-500,Direct,Free,0,2024-03-20,,No,
A00767,2023-09-30,Healthcare,500+,Partner,Enterprise,1499,2023-10-14,2023-10-21,Yes,2023-12-29
A00768,2023-02-06,Fintech,500+,Paid Ads,Free,0,2023-02-20,,No,
A00769,2024-02-20,SaaS,11-50,Partner,Starter,29,2024-03-05,2024-03-08,No,
A00770,2023-09-20,Marketing Agency,1-10,Organic Search,Free,0,2023-10-04,,No,
A00771,2024-05-31,Healthcare,11-50,Partner,Free,0,2024-06-14,,No,
A00772,2024-02-28,Fintech,1-10,Paid Ads,Free,0,2024-03-13,,No,
A00773,2023-02-27,Education,500+,Paid Ads,Free,0,2023-03-13,,No,
A00774,2024-10-11,Real Estate,51-200,Direct,Free,0,2024-10-25,,No,
A00775,2023-09-22,Real Estate,201-500,LinkedIn,Free,0,2023-10-06,,No,
A00776,2023-10-31,Education,201-500,Paid Ads,Free,0,2023-11-14,,No,
A00777,2023-09-04,SaaS,201-500,Referral,Growth,199,2023-09-18,2023-09-22,No,
A00778,2023-11-25,Fintech,1-10,Organic Search,Starter,49,2023-12-09,2023-12-13,Yes,2024-10-31
A00779,2024-05-04,Fintech,11-50,Referral,Free,0,2024-05-18,,No,
A00780,2023-01-25,E-commerce,51-200,Product Hunt,Free,0,2023-02-08,,No,
A00781,2024-09-19,E-commerce,51-200,Product Hunt,Free,0,2024-10-03,,No,
A00782,2024-12-13,Logistics,1-10,LinkedIn,Growth,249,2024-12-27,2024-12-28,No,
A00783,2023-01-09,Healthcare,201-500,Product Hunt,Free,0,2023-01-23,,No,
A00784,2024-03-07,Healthcare,201-500,Paid Ads,Free,0,2024-03-21,,No,
A00785,2024-06-11,SaaS,1-10,LinkedIn,Growth,299,2024-06-25,2024-06-25,No,
A00786,2024-01-11,Logistics,51-200,Organic Search,Free,0,2024-01-25,,No,
A00787,2024-12-09,Marketing Agency,201-500,Partner,Free,0,2024-12-23,,No,
A00788,2023-07-14,SaaS,1-10,Paid Ads,Free,0,2023-07-28,,No,
A00789,2024-10-18,Fintech,51-200,Product Hunt,Free,0,2024-11-01,,No,
A00790,2024-05-03,SaaS,500+,Paid Ads,Growth,149,2024-05-17,2024-05-23,Yes,2024-10-05
A00791,2023-07-06,Real Estate,51-200,Referral,Free,0,2023-07-20,,No,
A00792,2023-07-08,Fintech,201-500,Direct,Free,0,2023-07-22,,No,
A00793,2024-06-27,Fintech,1-10,Product Hunt,Free,0,2024-07-11,,No,
A00794,2024-07-05,Healthcare,201-500,Partner,Growth,249,2024-07-19,2024-07-19,No,
A00795,2024-02-19,Marketing Agency,1-10,Paid Ads,Free,0,2024-03-04,,No,
A00796,2024-12-05,Education,500+,Paid Ads,Free,0,2024-12-19,,No,
A00797,2023-07-24,Fintech,51-200,Partner,Growth,299,2023-08-07,2023-08-10,No,
A00798,2023-09-22,E-commerce,500+,Paid Ads,Free,0,2023-10-06,,No,
A00799,2023-04-23,Education,201-500,Organic Search,Enterprise,999,2023-05-07,2023-05-07,No,
A00800,2023-04-21,SaaS,201-500,Referral,Free,0,2023-05-05,,No,
A00801,2023-03-05,Logistics,1-10,Paid Ads,Free,0,2023-03-19,,No,
A00802,2023-08-31,Logistics,500+,Product Hunt,Growth,149,2023-09-14,2023-09-15,No,
A00803,2024-09-15,Marketing Agency,11-50,LinkedIn,Starter,29,2024-09-29,2024-09-29,No,
A00804,2024-09-21,Marketing Agency,1-10,LinkedIn,Free,0,2024-10-05,,No,
A00805,2024-11-19,Real Estate,500+,Partner,Enterprise,499,2024-12-03,2024-12-10,No,
A00806,2023-01-24,Healthcare,1-10,Paid Ads,Free,0,2023-02-07,,No,
A00807,2023-10-25,Marketing Agency,500+,Direct,Growth,299,2023-11-08,2023-11-09,No,
A00808,2023-08-30,Education,500+,Referral,Free,0,2023-09-13,,No,
A00809,2024-05-25,Real Estate,11-50,Partner,Free,0,2024-06-08,,No,
A00810,2024-11-15,Fintech,500+,Paid Ads,Free,0,2024-11-29,,No,
A00811,2023-02-20,SaaS,201-500,Organic Search,Growth,299,2023-03-06,2023-03-10,Yes,2024-02-15
A00812,2024-01-29,Fintech,11-50,Partner,Starter,79,2024-02-12,2024-02-12,No,
A00813,2024-06-01,E-commerce,51-200,Referral,Growth,249,2024-06-15,2024-06-18,No,
A00814,2023-09-05,Marketing Agency,1-10,Direct,Free,0,2023-09-19,,No,
A00815,2023-07-18,Marketing Agency,1-10,Organic Search,Free,0,2023-08-01,,No,
A00816,2023-02-07,Marketing Agency,51-200,Partner,Starter,29,2023-02-21,2023-02-22,No,
A00817,2024-05-22,Education,51-200,Direct,Free,0,2024-06-05,,No,
A00818,2023-01-03,Healthcare,51-200,Direct,Free,0,2023-01-17,,No,
A00819,2023-11-14,Fintech,11-50,Paid Ads,Free,0,2023-11-28,,No,
A00820,2023-04-10,Real Estate,201-500,Referral,Free,0,2023-04-24,,No,
A00821,2023-08-22,Education,51-200,Paid Ads,Free,0,2023-09-05,,No,
A00822,2023-05-16,Marketing Agency,1-10,Referral,Free,0,2023-05-30,,No,
A00823,2024-11-20,E-commerce,201-500,Paid Ads,Free,0,2024-12-04,,No,
A00824,2023-12-18,Marketing Agency,500+,Referral,Starter,49,2024-01-01,2024-01-07,No,
A00825,2023-12-06,Real Estate,500+,LinkedIn,Free,0,2023-12-20,,No,
A00826,2023-12-25,Logistics,51-200,Partner,Growth,249,2024-01-08,2024-01-13,No,
A00827,2024-10-06,Logistics,500+,LinkedIn,Free,0,2024-10-20,,No,
A00828,2023-07-14,Healthcare,11-50,Direct,Free,0,2023-07-28,,No,
A00829,2023-01-22,Logistics,51-200,Organic Search,Free,0,2023-02-05,,No,
A00830,2024-08-04,Education,11-50,LinkedIn,Free,0,2024-08-18,,No,
A00831,2023-09-03,E-commerce,11-50,Referral,Free,0,2023-09-17,,No,
A00832,2023-06-06,Real Estate,201-500,Referral,Enterprise,499,2023-06-20,2023-06-26,No,
A00833,2023-09-21,Logistics,11-50,Partner,Free,0,2023-10-05,,No,
A00834,2024-04-16,E-commerce,500+,Organic Search,Starter,29,2024-04-30,2024-05-06,No,
A00835,2024-02-19,Education,11-50,Paid Ads,Free,0,2024-03-04,,No,
A00836,2023-11-26,E-commerce,1-10,Organic Search,Free,0,2023-12-10,,No,
A00837,2023-01-03,Marketing Agency,201-500,Partner,Growth,299,2023-01-17,2023-01-20,No,
A00838,2024-06-23,Real Estate,51-200,Organic Search,Growth,199,2024-07-07,2024-07-11,Yes,2024-11-17
A00839,2023-01-14,Logistics,51-200,Partner,Starter,49,2023-01-28,2023-01-28,No,
A00840,2023-05-23,Fintech,1-10,Organic Search,Free,0,2023-06-06,,No,
A00841,2023-05-11,Logistics,500+,Paid Ads,Free,0,2023-05-25,,No,
A00842,2024-01-01,Real Estate,1-10,Referral,Free,0,2024-01-15,,No,
A00843,2024-05-13,Education,201-500,Product Hunt,Free,0,2024-05-27,,No,
A00844,2023-07-21,Logistics,1-10,Direct,Free,0,2023-08-04,,No,
A00845,2024-10-05,Healthcare,51-200,Organic Search,Free,0,2024-10-19,,No,
A00846,2024-05-23,SaaS,51-200,Paid Ads,Growth,299,2024-06-06,2024-06-08,Yes,2024-07-22
A00847,2023-10-09,Education,500+,Organic Search,Free,0,2023-10-23,,No,
A00848,2023-11-02,Fintech,11-50,Direct,Free,0,2023-11-16,,No,
A00849,2023-10-14,Logistics,500+,Referral,Free,0,2023-10-28,,No,
A00850,2024-01-05,SaaS,201-500,Direct,Free,0,2024-01-19,,No,
A00851,2023-11-01,Logistics,500+,Organic Search,Free,0,2023-11-15,,No,
A00852,2023-01-04,E-commerce,51-200,Product Hunt,Starter,49,2023-01-18,2023-01-23,No,
A00853,2024-08-04,Healthcare,201-500,Product Hunt,Free,0,2024-08-18,,No,
A00854,2024-12-09,Real Estate,1-10,Partner,Free,0,2024-12-23,,No,
A00855,2023-12-20,Education,1-10,Organic Search,Free,0,2024-01-03,,No,
A00856,2023-05-16,Healthcare,1-10,Paid Ads,Free,0,2023-05-30,,No,
A00857,2024-10-20,Logistics,11-50,LinkedIn,Free,0,2024-11-03,,No,
A00858,2024-04-11,Logistics,500+,Referral,Enterprise,1499,2024-04-25,2024-04-27,Yes,2024-11-13
A00859,2023-10-07,Education,51-200,Partner,Growth,149,2023-10-21,2023-10-25,No,
A00860,2023-06-30,E-commerce,201-500,Direct,Free,0,2023-07-14,,No,
A00861,2024-10-17,Fintech,201-500,LinkedIn,Growth,299,2024-10-31,2024-11-02,No,
A00862,2024-08-31,Education,500+,Product Hunt,Free,0,2024-09-14,,No,
A00863,2023-04-02,SaaS,11-50,Referral,Free,0,2023-04-16,,No,
A00864,2024-02-03,Education,51-200,LinkedIn,Growth,299,2024-02-17,2024-02-20,No,
A00865,2024-09-20,Marketing Agency,500+,Product Hunt,Free,0,2024-10-04,,No,
A00866,2024-01-18,E-commerce,1-10,Referral,Free,0,2024-02-01,,No,
A00867,2024-09-01,Logistics,11-50,Product Hunt,Free,0,2024-09-15,,No,
A00868,2024-05-01,SaaS,201-500,Paid Ads,Free,0,2024-05-15,,No,
A00869,2023-01-30,Education,11-50,Direct,Free,0,2023-02-13,,No,
A00870,2024-10-16,Fintech,11-50,Paid Ads,Free,0,2024-10-30,,No,
A00871,2024-07-11,Healthcare,11-50,Partner,Free,0,2024-07-25,,No,
A00872,2024-09-24,SaaS,11-50,Direct,Free,0,2024-10-08,,No,
A00873,2024-12-13,SaaS,201-500,Direct,Free,0,2024-12-27,,No,
A00874,2023-04-26,Healthcare,201-500,LinkedIn,Free,0,2023-05-10,,No,
A00875,2023-04-25,Logistics,51-200,Product Hunt,Growth,199,2023-05-09,2023-05-09,No,
A00876,2024-07-21,Logistics,11-50,LinkedIn,Free,0,2024-08-04,,No,
A00877,2024-08-07,E-commerce,500+,Paid Ads,Free,0,2024-08-21,,No,
A00878,2023-04-27,Marketing Agency,500+,Partner,Free,0,2023-05-11,,No,
A00879,2023-10-31,Healthcare,500+,LinkedIn,Starter,49,2023-11-14,2023-11-19,No,
A00880,2023-04-26,SaaS,11-50,Paid Ads,Starter,29,2023-05-10,2023-05-12,Yes,2024-04-16
A00881,2023-12-25,Real Estate,201-500,Referral,Free,0,2024-01-08,,No,
A00882,2023-07-10,Marketing Agency,1-10,Referral,Growth,149,2023-07-24,2023-07-24,No,
A00883,2023-08-22,Healthcare,11-50,Organic Search,Starter,79,2023-09-05,2023-09-09,No,
A00884,2023-10-26,SaaS,500+,Referral,Enterprise,499,2023-11-09,2023-11-09,No,
A00885,2024-03-29,Logistics,500+,Paid Ads,Free,0,2024-04-12,,No,
A00886,2024-08-21,Marketing Agency,201-500,Direct,Free,0,2024-09-04,,No,
A00887,2024-03-15,Logistics,51-200,Product Hunt,Free,0,2024-03-29,,No,
A00888,2024-08-13,Fintech,500+,LinkedIn,Free,0,2024-08-27,,No,
A00889,2023-12-02,Logistics,500+,Referral,Enterprise,499,2023-12-16,2023-12-19,No,
A00890,2024-08-02,E-commerce,201-500,Product Hunt,Enterprise,1499,2024-08-16,2024-08-17,No,
A00891,2024-05-22,Marketing Agency,500+,Referral,Free,0,2024-06-05,,No,
A00892,2023-04-26,Marketing Agency,500+,Product Hunt,Free,0,2023-05-10,,No,
A00893,2023-03-20,E-commerce,11-50,LinkedIn,Free,0,2023-04-03,,No,
A00894,2023-07-25,Real Estate,51-200,LinkedIn,Growth,149,2023-08-08,2023-08-14,Yes,2024-04-20
A00895,2024-05-04,Logistics,201-500,Partner,Growth,149,2024-05-18,2024-05-18,No,
A00896,2024-07-03,SaaS,500+,LinkedIn,Free,0,2024-07-17,,No,
A00897,2024-06-22,SaaS,500+,Referral,Growth,299,2024-07-06,2024-07-06,Yes,2024-10-05
A00898,2023-10-27,E-commerce,11-50,Direct,Free,0,2023-11-10,,No,
A00899,2023-03-07,Education,500+,Direct,Free,0,2023-03-21,,No,
A00900,2024-06-17,Logistics,500+,LinkedIn,Free,0,2024-07-01,,No,
A00901,2024-02-24,E-commerce,201-500,LinkedIn,Free,0,2024-03-09,,No,
A00902,2024-05-07,SaaS,11-50,Product Hunt,Free,0,2024-05-21,,No,
A00903,2023-06-14,Real Estate,11-50,LinkedIn,Free,0,2023-06-28,,No,
A00904,2024-03-25,E-commerce,201-500,Paid Ads,Free,0,2024-04-08,,No,
A00905,2023-04-05,Real Estate,1-10,Referral,Free,0,2023-04-19,,No,
A00906,2024-02-21,Fintech,11-50,Referral,Free,0,2024-03-06,,No,
A00907,2024-02-20,Marketing Agency,201-500,Direct,Starter,29,2024-03-05,2024-03-09,No,
A00908,2023-10-10,Logistics,51-200,Referral,Free,0,2023-10-24,,No,
A00909,2024-12-01,Fintech,11-50,Partner,Free,0,2024-12-15,,No,
A00910,2024-02-21,Real Estate,1-10,Partner,Free,0,2024-03-06,,No,
A00911,2024-09-11,E-commerce,51-200,Organic Search,Growth,149,2024-09-25,2024-10-02,No,
A00912,2023-01-11,Education,201-500,LinkedIn,Free,0,2023-01-25,,No,
A00913,2024-02-29,SaaS,51-200,LinkedIn,Free,0,2024-03-14,,No,
A00914,2023-06-16,Education,51-200,Organic Search,Free,0,2023-06-30,,No,
A00915,2023-06-30,Fintech,11-50,Referral,Free,0,2023-07-14,,No,
A00916,2023-04-25,Healthcare,11-50,Product Hunt,Free,0,2023-05-09,,No,
A00917,2024-06-26,SaaS,500+,Direct,Free,0,2024-07-10,,No,
A00918,2023-03-12,Real Estate,11-50,Product Hunt,Free,0,2023-03-26,,No,
A00919,2024-04-08,Marketing Agency,11-50,LinkedIn,Free,0,2024-04-22,,No,
A00920,2024-07-24,Education,201-500,Paid Ads,Free,0,2024-08-07,,No,
A00921,2023-05-14,E-commerce,51-200,Organic Search,Free,0,2023-05-28,,No,
A00922,2024-09-27,Marketing Agency,51-200,Organic Search,Growth,199,2024-10-11,2024-10-15,No,
A00923,2023-08-02,Education,1-10,Direct,Free,0,2023-08-16,,No,
A00924,2024-06-12,Real Estate,1-10,Direct,Free,0,2024-06-26,,No,
A00925,2023-03-12,Real Estate,51-200,Referral,Free,0,2023-03-26,,No,
A00926,2023-12-12,Real Estate,11-50,LinkedIn,Free,0,2023-12-26,,No,
A00927,2024-08-25,E-commerce,201-500,Organic Search,Growth,249,2024-09-08,2024-09-09,No,
A00928,2023-11-16,Fintech,500+,Organic Search,Free,0,2023-11-30,,No,
A00929,2024-05-16,Marketing Agency,11-50,Product Hunt,Free,0,2024-05-30,,No,
A00930,2023-02-06,Marketing Agency,51-200,Paid Ads,Growth,149,2023-02-20,2023-02-21,No,
A00931,2024-11-11,Marketing Agency,51-200,Paid Ads,Free,0,2024-11-25,,No,
A00932,2023-08-02,Logistics,1-10,Product Hunt,Free,0,2023-08-16,,No,
A00933,2024-02-17,Education,500+,Direct,Free,0,2024-03-02,,No,
A00934,2024-08-20,Education,1-10,LinkedIn,Free,0,2024-09-03,,No,
A00935,2023-06-10,Logistics,500+,Direct,Growth,149,2023-06-24,2023-06-24,No,
A00936,2023-03-12,Healthcare,1-10,LinkedIn,Free,0,2023-03-26,,No,
A00937,2023-03-28,Healthcare,51-200,LinkedIn,Free,0,2023-04-11,,No,
