ticket_id,account_id,created_date,category,priority,resolution_hours,resolved
T001868,A00740,2024-07-21,Feature Request,Medium,17,Yes
T001869,A00740,2024-09-13,Onboarding Help,Medium,94,Yes
T001870,A00741,2024-11-12,Billing,Medium,90,Yes
T001871,A00741,2024-08-13,Performance,Medium,,No
T001872,A00742,2023-06-04,Performance,Medium,38,Yes
T001873,A00742,2023-09-04,Feature Request,Critical,6,Yes
T001874,A00743,2023-10-26,Onboarding Help,Low,,No
T001875,A00743,2024-02-16,Bug Report,Low,115,Yes
T001876,A00743,2024-02-14,Performance,Medium,73,Yes
T001877,A00744,2023-06-01,Performance,Critical,5,Yes
T001878,A00744,2024-09-11,Integration Issue,Medium,78,Yes
T001879,A00746,2024-06-09,Bug Report,High,24,Yes
T001880,A00746,2024-12-31,Performance,Medium,87,Yes
T001881,A00746,2024-03-16,Billing,Low,53,Yes
T001882,A00747,2023-10-09,Billing,Medium,13,Yes
T001883,A00747,2024-04-04,Feature Request,Medium,,No
T001884,A00748,2024-09-30,Billing,Low,28,Yes
T001885,A00748,2024-09-06,Onboarding Help,Medium,,No
T001886,A00750,2024-08-13,Feature Request,High,48,Yes
T001887,A00750,2024-05-26,Onboarding Help,Medium,74,Yes
T001888,A00750,2023-11-02,Integration Issue,High,21,Yes
T001889,A00751,2024-12-28,Onboarding Help,Medium,50,Yes
T001890,A00751,2024-12-22,Feature Request,Medium,56,Yes
T001891,A00752,2024-06-12,Integration Issue,Low,147,Yes
T001892,A00752,2023-11-29,Bug Report,High,31,Yes
T001893,A00752,2024-05-22,Onboarding Help,Medium,24,Yes
T001894,A00753,2024-04-20,Performance,Medium,38,Yes
T001895,A00753,2023-08-22,Onboarding Help,Medium,15,Yes
T001896,A00754,2024-12-10,Integration Issue,Critical,7,Yes
T001897,A00754,2024-06-21,Integration Issue,High,25,Yes
T001898,A00754,2024-06-13,Performance,Low,76,Yes
T001899,A00756,2024-10-18,Billing,Medium,84,Yes
T001900,A00758,2023-10-10,Feature Request,High,39,Yes
T001901,A00758,2023-06-30,Onboarding Help,Low,,No
T001902,A00758,2024-08-17,Bug Report,Medium,89,Yes
T001903,A00759,2024-07-18,Feature Request,Low,111,Yes
T001904,A00759,2024-07-21,Performance,Low,,No
T001905,A00759,2024-08-30,Integration Issue,Critical,,No
T001906,A00762,2024-11-04,Feature Request,High,24,Yes
T001907,A00762,2024-09-20,Billing,Medium,23,Yes
T001908,A00763,2024-11-16,Performance,Medium,,No
T001909,A00764,2024-12-28,Feature Request,Medium,85,Yes
T001910,A00764,2024-12-28,Performance,Low,136,Yes
T001911,A00764,2024-12-23,Onboarding Help,Medium,82,Yes
T001912,A00766,2024-08-06,Feature Request,High,38,Yes
T001913,A00766,2024-12-10,Bug Report,Medium,68,Yes
T001914,A00766,2024-06-08,Feature Request,Critical,7,Yes
T001915,A00767,2024-08-04,Billing,High,12,Yes
T001916,A00767,2024-05-18,Billing,Low,,No
T001917,A00767,2024-08-23,Onboarding Help,Low,95,Yes
T001918,A00767,2024-06-28,Feature Request,Medium,,No
T001919,A00767,2024-01-16,Performance,High,47,Yes
T001920,A00767,2024-07-09,Onboarding Help,Low,38,Yes
T001921,A00767,2024-12-02,Integration Issue,Medium,17,Yes
T001922,A00767,2024-03-23,Onboarding Help,Medium,28,Yes
T001923,A00770,2024-12-04,Billing,Low,95,Yes
T001924,A00770,2023-10-12,Performance,High,39,Yes
T001925,A00770,2024-07-26,Billing,Medium,59,Yes
T001926,A00771,2024-07-13,Bug Report,High,42,Yes
T001927,A00771,2024-12-22,Onboarding Help,Medium,23,Yes
T001928,A00771,2024-07-19,Bug Report,High,24,Yes
T001929,A00774,2024-11-01,Integration Issue,Medium,,No
T001930,A00774,2024-11-26,Feature Request,Medium,,No
T001931,A00774,2024-12-06,Feature Request,Medium,23,Yes
T001932,A00775,2024-08-17,Feature Request,Low,47,Yes
T001933,A00776,2024-11-09,Performance,High,30,Yes
T001934,A00776,2024-05-13,Performance,Medium,18,Yes
T001935,A00776,2024-11-20,Integration Issue,Medium,15,Yes
T001936,A00777,2023-12-21,Integration Issue,Medium,,No
T001937,A00778,2024-10-02,Bug Report,Low,,No
T001938,A00779,2024-06-23,Billing,Low,,No
T001939,A00780,2024-08-28,Performance,Medium,,No
T001940,A00781,2024-12-18,Bug Report,Low,54,Yes
T001941,A00781,2024-12-14,Bug Report,Medium,12,Yes
T001942,A00782,2024-12-20,Onboarding Help,Medium,30,Yes
T001943,A00782,2024-12-30,Performance,High,32,Yes
T001944,A00782,2024-12-17,Bug Report,High,11,Yes
T001945,A00782,2024-12-20,Bug Report,Critical,,No
T001946,A00782,2024-12-28,Billing,Critical,4,Yes
T001947,A00782,2024-12-14,Integration Issue,Medium,36,Yes
T001948,A00784,2024-03-27,Feature Request,Critical,4,Yes
T001949,A00784,2024-04-18,Billing,Medium,49,Yes
T001950,A00784,2024-09-29,Billing,Low,27,Yes
T001951,A00785,2024-11-26,Billing,Low,57,Yes
T001952,A00785,2024-10-18,Bug Report,Low,88,Yes
T001953,A00785,2024-08-26,Onboarding Help,Medium,16,Yes
T001954,A00785,2024-07-30,Integration Issue,Medium,61,Yes
T001955,A00785,2024-10-21,Feature Request,Low,120,Yes
T001956,A00786,2024-05-04,Feature Request,Medium,40,Yes
T001957,A00786,2024-05-17,Feature Request,High,11,Yes
T001958,A00786,2024-04-17,Feature Request,Low,55,Yes
T001959,A00788,2024-01-30,Integration Issue,Low,58,Yes
T001960,A00788,2024-10-12,Performance,Low,48,Yes
T001961,A00788,2024-01-29,Onboarding Help,Medium,58,Yes
T001962,A00790,2024-05-10,Billing,High,39,Yes
T001963,A00790,2024-08-15,Bug Report,High,,No
T001964,A00790,2024-11-11,Onboarding Help,Medium,,No
T001965,A00790,2024-11-24,Billing,High,27,Yes
T001966,A00790,2024-07-14,Billing,High,46,Yes
T001967,A00790,2024-12-30,Performance,Medium,27,Yes
T001968,A00790,2024-11-19,Bug Report,Critical,3,Yes
T001969,A00790,2024-09-13,Bug Report,Low,80,Yes
T001970,A00791,2023-09-16,Performance,Low,159,Yes
T001971,A00791,2023-12-27,Onboarding Help,High,43,Yes
T001972,A00791,2024-02-16,Onboarding Help,Medium,19,Yes
T001973,A00792,2024-11-10,Bug Report,High,34,Yes
T001974,A00792,2023-11-29,Integration Issue,Low,104,Yes
T001975,A00793,2024-12-28,Billing,Low,40,Yes
T001976,A00793,2024-10-27,Feature Request,Medium,59,Yes
T001977,A00794,2024-07-09,Performance,Critical,,No
T001978,A00794,2024-10-28,Billing,Medium,80,Yes
T001979,A00797,2024-09-19,Onboarding Help,Medium,27,Yes
T001980,A00797,2023-12-14,Onboarding Help,High,34,Yes
T001981,A00797,2023-12-03,Onboarding Help,Medium,,No
T001982,A00798,2024-09-12,Billing,Medium,30,Yes
T001983,A00798,2023-12-30,Feature Request,Medium,61,Yes
T001984,A00799,2024-12-09,Bug Report,Medium,12,Yes
T001985,A00799,2023-07-10,Bug Report,Low,117,Yes
T001986,A00799,2024-04-25,Bug Report,High,30,Yes
T001987,A00799,2024-01-21,Feature Request,Medium,86,Yes
T001988,A00799,2024-05-31,Onboarding Help,High,13,Yes
T001989,A00799,2023-11-18,Performance,High,41,Yes
T001990,A00799,2023-12-07,Bug Report,Low,167,Yes
T001991,A00799,2024-11-03,Performance,Medium,24,Yes
T001992,A00799,2023-11-25,Performance,High,33,Yes
T001993,A00799,2023-05-17,Feature Request,Medium,,No
T001994,A00799,2023-12-02,Billing,Medium,88,Yes
T001995,A00799,2023-11-11,Feature Request,Low,74,Yes
T001996,A00799,2023-09-19,Billing,Medium,50,Yes
T001997,A00799,2024-07-02,Onboarding Help,Critical,2,Yes
T001998,A00799,2023-07-19,Billing,High,38,Yes
T001999,A00800,2023-09-12,Feature Request,Critical,,No
T002000,A00801,2024-02-26,Feature Request,Medium,72,Yes
T002001,A00802,2024-03-29,Feature Request,Medium,78,Yes
T002002,A00802,2024-01-26,Integration Issue,Low,,No
T002003,A00802,2023-10-12,Onboarding Help,Medium,,No
T002004,A00802,2024-08-12,Performance,Low,129,Yes
T002005,A00802,2024-06-07,Feature Request,Low,,No
T002006,A00802,2023-09-28,Bug Report,Medium,,No
T002007,A00802,2024-12-23,Onboarding Help,Low,93,Yes
T002008,A00803,2024-12-28,Feature Request,High,48,Yes
T002009,A00803,2024-09-15,Feature Request,Low,162,Yes
T002010,A00803,2024-12-13,Billing,Low,135,Yes
T002011,A00803,2024-09-30,Onboarding Help,Critical,8,Yes
T002012,A00804,2024-09-29,Performance,Critical,3,Yes
T002013,A00805,2024-12-25,Billing,Medium,,No
T002014,A00805,2024-12-31,Integration Issue,Medium,18,Yes
T002015,A00805,2024-12-16,Onboarding Help,Low,57,Yes
T002016,A00805,2024-11-28,Billing,Medium,33,Yes
T002017,A00805,2024-11-30,Performance,Critical,6,Yes
T002018,A00805,2024-12-28,Performance,High,11,Yes
T002019,A00805,2024-12-05,Bug Report,Low,39,Yes
T002020,A00806,2024-08-04,Integration Issue,High,9,Yes
T002021,A00807,2024-04-07,Bug Report,Medium,33,Yes
T002022,A00807,2024-01-27,Bug Report,Medium,,No
T002023,A00807,2024-07-28,Performance,High,,No
T002024,A00807,2024-10-30,Integration Issue,Medium,93,Yes
T002025,A00807,2024-07-18,Bug Report,Low,73,Yes
T002026,A00807,2024-08-13,Bug Report,Medium,34,Yes
T002027,A00807,2024-11-14,Performance,Medium,82,Yes
T002028,A00808,2024-02-13,Integration Issue,Medium,22,Yes
T002029,A00808,2024-12-05,Performance,High,40,Yes
T002030,A00808,2024-01-12,Billing,Medium,34,Yes
T002031,A00809,2024-09-04,Performance,High,30,Yes
T002032,A00810,2024-11-17,Billing,High,,No
T002033,A00810,2024-12-21,Billing,Low,40,Yes
T002034,A00812,2024-11-07,Feature Request,Critical,4,Yes
T002035,A00812,2024-09-08,Billing,Medium,56,Yes
T002036,A00812,2024-06-09,Integration Issue,Medium,65,Yes
T002037,A00813,2024-10-11,Onboarding Help,Low,41,Yes
T002038,A00813,2024-06-28,Feature Request,High,18,Yes
T002039,A00813,2024-10-29,Billing,Low,153,Yes
T002040,A00813,2024-08-02,Integration Issue,High,35,Yes
T002041,A00813,2024-08-14,Integration Issue,High,14,Yes
T002042,A00813,2024-09-01,Onboarding Help,Medium,,No
T002043,A00814,2024-02-18,Integration Issue,Critical,8,Yes
T002044,A00814,2024-08-08,Billing,High,41,Yes
T002045,A00815,2023-09-14,Feature Request,Low,111,Yes
T002046,A00816,2024-08-01,Performance,Medium,84,Yes
T002047,A00816,2024-08-21,Billing,Low,106,Yes
T002048,A00816,2024-05-03,Bug Report,Medium,18,Yes
T002049,A00816,2023-05-16,Integration Issue,Medium,34,Yes
T002050,A00816,2024-01-19,Integration Issue,Low,83,Yes
T002051,A00816,2023-05-03,Onboarding Help,Medium,39,Yes
T002052,A00816,2023-02-24,Onboarding Help,High,,No
T002053,A00818,2024-06-01,Integration Issue,Medium,56,Yes
T002054,A00818,2023-04-26,Onboarding Help,Low,140,Yes
T002055,A00819,2023-12-05,Performance,Medium,75,Yes
T002056,A00821,2023-11-19,Onboarding Help,Low,137,Yes
T002057,A00821,2023-09-02,Onboarding Help,Low,168,Yes
T002058,A00821,2024-08-03,Onboarding Help,Medium,26,Yes
T002059,A00822,2024-01-18,Bug Report,Medium,16,Yes
T002060,A00822,2023-07-03,Onboarding Help,Low,80,Yes
T002061,A00823,2024-12-14,Billing,Medium,47,Yes
T002062,A00824,2024-08-12,Bug Report,Critical,5,Yes
T002063,A00824,2024-10-29,Bug Report,Low,52,Yes
T002064,A00824,2024-08-25,Integration Issue,High,17,Yes
T002065,A00824,2024-06-05,Feature Request,Medium,47,Yes
T002066,A00826,2024-02-05,Integration Issue,Medium,40,Yes
T002067,A00826,2024-05-25,Integration Issue,Critical,8,Yes
T002068,A00826,2024-06-05,Onboarding Help,Medium,50,Yes
T002069,A00826,2024-09-09,Feature Request,High,17,Yes
T002070,A00828,2023-07-28,Integration Issue,Low,108,Yes
T002071,A00828,2023-11-20,Performance,Medium,18,Yes
T002072,A00828,2023-10-04,Bug Report,Medium,25,Yes
T002073,A00829,2023-09-04,Bug Report,Medium,55,Yes
T002074,A00829,2023-04-13,Billing,Low,161,Yes
T002075,A00829,2023-03-29,Billing,Low,34,Yes
T002076,A00831,2024-03-06,Performance,Medium,,No
T002077,A00831,2023-12-13,Performance,Medium,18,Yes
T002078,A00831,2023-10-06,Feature Request,Medium,24,Yes
T002079,A00832,2024-01-02,Feature Request,Medium,90,Yes
T002080,A00832,2024-12-02,Performance,Low,143,Yes
T002081,A00834,2024-10-07,Performance,High,30,Yes
T002082,A00834,2024-06-11,Performance,Medium,48,Yes
T002083,A00834,2024-11-11,Billing,Low,120,Yes
T002084,A00834,2024-09-04,Bug Report,Medium,24,Yes
T002085,A00834,2024-07-18,Integration Issue,Medium,33,Yes
T002086,A00836,2024-04-16,Billing,Low,119,Yes
T002087,A00837,2023-01-14,Billing,Low,139,Yes
T002088,A00837,2023-06-09,Bug Report,Critical,7,Yes
T002089,A00837,2023-11-27,Bug Report,Low,,No
T002090,A00837,2023-03-17,Integration Issue,High,15,Yes
T002091,A00837,2024-08-28,Bug Report,Low,165,Yes
T002092,A00838,2024-10-14,Billing,Low,103,Yes
T002093,A00838,2024-12-06,Integration Issue,Low,76,Yes
T002094,A00838,2024-09-29,Performance,High,42,Yes
T002095,A00838,2024-12-05,Integration Issue,Medium,42,Yes
T002096,A00838,2024-10-10,Onboarding Help,Critical,,No
T002097,A00840,2024-12-29,Billing,High,20,Yes
T002098,A00840,2023-09-25,Integration Issue,Medium,,No
T002099,A00841,2024-09-27,Bug Report,Low,154,Yes
T002100,A00842,2024-07-09,Bug Report,Medium,26,Yes
T002101,A00843,2024-11-08,Onboarding Help,Low,128,Yes
T002102,A00844,2024-03-05,Integration Issue,Low,135,Yes
T002103,A00845,2024-12-12,Integration Issue,High,30,Yes
T002104,A00846,2024-07-04,Feature Request,High,,No
T002105,A00846,2024-06-19,Bug Report,Low,,No
T002106,A00846,2024-07-24,Bug Report,Low,,No
T002107,A00846,2024-07-11,Bug Report,Medium,38,Yes
T002108,A00846,2024-12-29,Feature Request,Medium,93,Yes
T002109,A00846,2024-07-27,Billing,High,32,Yes
T002110,A00846,2024-08-27,Feature Request,Low,136,Yes
T002111,A00846,2024-09-09,Bug Report,Critical,7,Yes
T002112,A00848,2024-10-22,Feature Request,Low,168,Yes
T002113,A00848,2023-12-16,Onboarding Help,Medium,94,Yes
T002114,A00849,2024-07-24,Feature Request,High,18,Yes
T002115,A00850,2024-05-26,Integration Issue,Medium,67,Yes
T002116,A00850,2024-11-22,Performance,Medium,33,Yes
T002117,A00851,2024-01-04,Billing,High,,No
T002118,A00852,2023-08-29,Bug Report,Medium,76,Yes
T002119,A00852,2024-01-27,Feature Request,Low,30,Yes
T002120,A00852,2023-09-06,Bug Report,High,23,Yes
T002121,A00852,2024-04-23,Billing,Medium,22,Yes
T002122,A00852,2023-06-16,Billing,Medium,90,Yes
T002123,A00852,2023-12-05,Bug Report,Medium,,No
T002124,A00852,2023-04-01,Bug Report,Medium,,No
T002125,A00852,2024-10-06,Feature Request,Low,92,Yes
T002126,A00853,2024-11-10,Feature Request,Low,,No
T002127,A00853,2024-08-10,Feature Request,Medium,31,Yes
T002128,A00854,2024-12-27,Bug Report,High,38,Yes
T002129,A00854,2024-12-15,Bug Report,High,36,Yes
T002130,A00854,2024-12-14,Bug Report,Low,46,Yes
T002131,A00856,2024-07-19,Onboarding Help,Medium,76,Yes
T002132,A00856,2024-12-29,Onboarding Help,Low,167,Yes
T002133,A00858,2024-12-24,Performance,Medium,33,Yes
T002134,A00858,2024-11-10,Integration Issue,Medium,,No
T002135,A00858,2024-06-30,Billing,Medium,,No
T002136,A00858,2024-08-26,Onboarding Help,Low,95,Yes
T002137,A00858,2024-05-26,Onboarding Help,Medium,32,Yes
T002138,A00858,2024-07-05,Onboarding Help,High,25,Yes
T002139,A00858,2024-11-16,Billing,Low,88,Yes
T002140,A00858,2024-07-18,Bug Report,Medium,94,Yes
T002141,A00858,2024-06-23,Billing,Low,34,Yes
T002142,A00858,2024-12-27,Bug Report,High,27,Yes
T002143,A00858,2024-12-12,Bug Report,Critical,,No
T002144,A00858,2024-12-20,Performance,Low,57,Yes
T002145,A00859,2024-01-13,Billing,Medium,44,Yes
T002146,A00859,2024-07-04,Billing,High,38,Yes
T002147,A00859,2024-09-04,Billing,Medium,89,Yes
T002148,A00859,2023-10-20,Integration Issue,Medium,36,Yes
T002149,A00859,2024-12-20,Performance,Low,72,Yes
T002150,A00859,2024-10-23,Onboarding Help,Critical,5,Yes
T002151,A00859,2024-12-16,Feature Request,Medium,91,Yes
T002152,A00859,2024-09-16,Billing,Medium,69,Yes
T002153,A00860,2024-11-01,Onboarding Help,Medium,58,Yes
T002154,A00860,2024-09-25,Integration Issue,Critical,2,Yes
T002155,A00861,2024-12-11,Feature Request,Medium,90,Yes
T002156,A00862,2024-10-15,Billing,Low,62,Yes
T002157,A00864,2024-02-18,Onboarding Help,Medium,,No
T002158,A00864,2024-05-17,Billing,Medium,61,Yes
T002159,A00864,2024-04-17,Integration Issue,Low,163,Yes
T002160,A00864,2024-04-27,Integration Issue,Medium,49,Yes
T002161,A00865,2024-10-29,Bug Report,Medium,12,Yes
T002162,A00865,2024-12-26,Billing,High,42,Yes
T002163,A00866,2024-09-26,Billing,High,9,Yes
T002164,A00867,2024-12-18,Integration Issue,High,19,Yes
T002165,A00867,2024-12-17,Feature Request,Low,129,Yes
T002166,A00867,2024-10-22,Performance,High,35,Yes
T002167,A00868,2024-12-01,Onboarding Help,Low,132,Yes
T002168,A00868,2024-08-25,Bug Report,Critical,3,Yes
T002169,A00869,2023-12-01,Performance,Medium,46,Yes
T002170,A00869,2024-05-16,Integration Issue,Critical,3,Yes
T002171,A00870,2024-12-02,Performance,Medium,37,Yes
T002172,A00870,2024-12-18,Performance,High,31,Yes
T002173,A00870,2024-12-12,Feature Request,High,8,Yes
T002174,A00871,2024-09-17,Feature Request,Low,84,Yes
T002175,A00871,2024-08-11,Integration Issue,Low,92,Yes
T002176,A00871,2024-12-06,Feature Request,Low,108,Yes
T002177,A00872,2024-10-14,Onboarding Help,Low,49,Yes
T002178,A00873,2024-12-15,Performance,Medium,45,Yes
T002179,A00874,2024-07-18,Performance,High,,No
T002180,A00875,2024-05-15,Billing,High,17,Yes
T002181,A00876,2024-09-20,Billing,Medium,89,Yes
T002182,A00877,2024-08-31,Feature Request,Critical,5,Yes
T002183,A00877,2024-12-01,Integration Issue,Medium,89,Yes
T002184,A00878,2023-11-29,Billing,Medium,77,Yes
T002185,A00879,2024-05-07,Feature Request,High,,No
T002186,A00880,2023-09-21,Billing,Low,31,Yes
T002187,A00880,2023-05-20,Billing,Low,24,Yes
T002188,A00880,2023-06-17,Bug Report,Low,160,Yes
T002189,A00880,2024-03-20,Performance,Medium,63,Yes
T002190,A00880,2024-09-20,Billing,High,13,Yes
T002191,A00880,2024-09-09,Onboarding Help,Low,74,Yes
T002192,A00880,2024-11-05,Feature Request,High,34,Yes
T002193,A00882,2024-12-06,Performance,Critical,,No
T002194,A00882,2023-08-04,Feature Request,Medium,,No
T002195,A00882,2024-12-15,Billing,Medium,42,Yes
T002196,A00882,2024-03-12,Performance,Medium,,No
T002197,A00882,2023-08-15,Bug Report,Low,124,Yes
T002198,A00882,2023-07-23,Performance,Low,,No
T002199,A00882,2023-08-15,Bug Report,Critical,8,Yes
T002200,A00882,2024-09-30,Integration Issue,Medium,79,Yes
T002201,A00883,2024-01-19,Bug Report,Medium,29,Yes
T002202,A00883,2024-09-06,Onboarding Help,Critical,,No
T002203,A00883,2024-03-13,Billing,Medium,52,Yes
T002204,A00883,2024-03-24,Onboarding Help,Medium,95,Yes
T002205,A00883,2024-08-19,Feature Request,High,42,Yes
T002206,A00883,2024-08-20,Integration Issue,Medium,78,Yes
T002207,A00883,2024-05-26,Billing,Medium,26,Yes
T002208,A00884,2024-04-01,Performance,Medium,,No
T002209,A00884,2024-07-01,Feature Request,Medium,,No
T002210,A00884,2024-11-07,Onboarding Help,Critical,,No
T002211,A00884,2023-12-30,Integration Issue,Low,107,Yes
T002212,A00885,2024-11-13,Feature Request,Medium,,No
T002213,A00885,2024-10-26,Integration Issue,Low,32,Yes
T002214,A00885,2024-06-16,Integration Issue,Medium,36,Yes
T002215,A00886,2024-10-19,Onboarding Help,Medium,36,Yes
T002216,A00886,2024-10-05,Bug Report,Low,59,Yes
T002217,A00887,2024-11-17,Billing,Critical,1,Yes
T002218,A00887,2024-07-26,Integration Issue,High,37,Yes
T002219,A00888,2024-12-13,Integration Issue,High,12,Yes
T002220,A00889,2023-12-13,Bug Report,Medium,71,Yes
T002221,A00889,2024-12-03,Performance,Medium,,No
T002222,A00889,2024-02-20,Integration Issue,Medium,,No
T002223,A00889,2024-11-17,Integration Issue,Low,,No
T002224,A00889,2024-10-11,Performance,Medium,12,Yes
T002225,A00889,2024-07-05,Feature Request,Critical,8,Yes
T002226,A00889,2024-01-24,Integration Issue,Medium,33,Yes
T002227,A00889,2024-05-18,Feature Request,Medium,33,Yes
T002228,A00889,2024-07-25,Integration Issue,Critical,8,Yes
T002229,A00889,2024-02-06,Feature Request,High,42,Yes
T002230,A00889,2024-09-10,Billing,Low,,No
T002231,A00889,2024-06-25,Bug Report,Low,57,Yes
T002232,A00890,2024-12-21,Feature Request,Low,24,Yes
T002233,A00890,2024-12-28,Billing,Medium,81,Yes
T002234,A00890,2024-11-10,Onboarding Help,High,21,Yes
T002235,A00890,2024-11-29,Performance,Medium,,No
T002236,A00890,2024-09-07,Performance,Low,97,Yes
T002237,A00890,2024-09-10,Bug Report,High,24,Yes
T002238,A00890,2024-08-02,Performance,Medium,56,Yes
T002239,A00890,2024-10-26,Integration Issue,Low,76,Yes
T002240,A00890,2024-09-05,Onboarding Help,Low,39,Yes
T002241,A00890,2024-10-14,Bug Report,Low,142,Yes
T002242,A00890,2024-09-11,Billing,Medium,34,Yes
T002243,A00890,2024-12-23,Bug Report,Low,34,Yes
T002244,A00890,2024-08-08,Feature Request,Low,45,Yes
T002245,A00890,2024-12-02,Integration Issue,Critical,5,Yes
T002246,A00892,2024-07-16,Feature Request,High,14,Yes
T002247,A00893,2024-08-09,Feature Request,Medium,64,Yes
T002248,A00893,2024-09-04,Performance,Medium,60,Yes
T002249,A00894,2024-12-13,Performance,Low,27,Yes
T002250,A00895,2024-05-05,Performance,Low,105,Yes
T002251,A00896,2024-07-27,Performance,High,29,Yes
T002252,A00896,2024-08-30,Bug Report,Low,128,Yes
T002253,A00897,2024-08-05,Integration Issue,Low,,No
T002254,A00897,2024-06-23,Bug Report,Critical,1,Yes
T002255,A00897,2024-12-11,Integration Issue,Critical,2,Yes
T002256,A00897,2024-11-04,Billing,Medium,37,Yes
T002257,A00897,2024-10-06,Billing,Critical,8,Yes
T002258,A00897,2024-06-26,Onboarding Help,Medium,70,Yes
T002259,A00897,2024-11-01,Onboarding Help,High,37,Yes
T002260,A00897,2024-09-18,Integration Issue,Low,,No
T002261,A00899,2023-07-05,Bug Report,Low,117,Yes
T002262,A00900,2024-10-16,Feature Request,Medium,82,Yes
T002263,A00901,2024-05-24,Integration Issue,High,25,Yes
T002264,A00901,2024-09-01,Onboarding Help,Low,44,Yes
T002265,A00904,2024-05-21,Onboarding Help,High,,No
T002266,A00904,2024-08-30,Integration Issue,Low,,No
T002267,A00905,2024-07-02,Billing,Low,146,Yes
T002268,A00907,2024-04-27,Bug Report,Low,64,Yes
T002269,A00907,2024-07-16,Performance,Medium,82,Yes
T002270,A00907,2024-12-10,Integration Issue,Medium,86,Yes
T002271,A00908,2024-03-27,Bug Report,High,24,Yes
T002272,A00908,2024-01-17,Bug Report,Medium,94,Yes
T002273,A00910,2024-10-03,Bug Report,Medium,64,Yes
T002274,A00910,2024-04-12,Performance,Low,161,Yes
T002275,A00910,2024-04-21,Integration Issue,Medium,,No
T002276,A00911,2024-10-27,Integration Issue,Medium,,No
T002277,A00911,2024-12-21,Onboarding Help,Medium,68,Yes
T002278,A00911,2024-10-04,Billing,High,20,Yes
T002279,A00911,2024-09-17,Integration Issue,Medium,90,Yes
T002280,A00911,2024-09-19,Onboarding Help,High,24,Yes
T002281,A00911,2024-09-29,Integration Issue,Medium,31,Yes
T002282,A00915,2024-07-14,Onboarding Help,Medium,,No
T002283,A00916,2024-03-11,Billing,Medium,57,Yes
T002284,A00916,2024-04-15,Feature Request,Low,46,Yes
T002285,A00917,2024-08-23,Bug Report,Low,47,Yes
T002286,A00917,2024-11-22,Onboarding Help,High,9,Yes
T002287,A00919,2024-11-12,Integration Issue,Medium,67,Yes
T002288,A00919,2024-05-11,Integration Issue,Medium,31,Yes
T002289,A00920,2024-10-13,Performance,High,22,Yes
T002290,A00922,2024-11-25,Feature Request,Low,,No
T002291,A00922,2024-11-15,Billing,Low,156,Yes
T002292,A00922,2024-10-21,Billing,Medium,,No
T002293,A00922,2024-11-24,Billing,Low,136,Yes
T002294,A00922,2024-09-30,Feature Request,High,17,Yes
T002295,A00922,2024-10-03,Onboarding Help,Medium,86,Yes
T002296,A00922,2024-12-16,Bug Report,Low,48,Yes
T002297,A00923,2024-01-15,Onboarding Help,High,45,Yes
T002298,A00923,2024-06-14,Billing,Low,83,Yes
T002299,A00924,2024-09-16,Onboarding Help,Medium,58,Yes
T002300,A00924,2024-08-25,Bug Report,Medium,85,Yes
T002301,A00924,2024-08-16,Feature Request,Medium,86,Yes
T002302,A00926,2024-09-26,Performance,Low,128,Yes
T002303,A00926,2024-06-27,Feature Request,Low,,No
T002304,A00928,2024-06-07,Billing,High,16,Yes
T002305,A00928,2024-02-18,Onboarding Help,Low,26,Yes
T002306,A00928,2024-11-25,Bug Report,Medium,90,Yes
T002307,A00930,2023-08-19,Feature Request,Critical,2,Yes
T002308,A00930,2024-11-21,Integration Issue,Medium,14,Yes
T002309,A00930,2023-11-09,Onboarding Help,High,32,Yes
T002310,A00930,2023-10-21,Feature Request,Low,,No
T002311,A00930,2024-03-24,Feature Request,Medium,17,Yes
T002312,A00931,2024-12-25,Onboarding Help,Medium,64,Yes
T002313,A00931,2024-12-20,Integration Issue,Medium,,No
T002314,A00931,2024-11-19,Onboarding Help,Low,40,Yes
T002315,A00932,2023-09-16,Integration Issue,Medium,57,Yes
T002316,A00932,2023-10-15,Integration Issue,Medium,,No
T002317,A00932,2024-11-26,Bug Report,Medium,67,Yes
T002318,A00935,2024-02-28,Bug Report,Medium,,No
T002319,A00935,2023-08-23,Performance,Critical,7,Yes
T002320,A00935,2024-06-16,Onboarding Help,Critical,8,Yes
T002321,A00935,2024-06-28,Integration Issue,Medium,96,Yes
T002322,A00935,2024-02-14,Feature Request,Low,155,Yes
T002323,A00935,2024-01-22,Performance,Medium,91,Yes
T002324,A00935,2023-10-05,Integration Issue,High,43,Yes
T002325,A00935,2024-11-28,Integration Issue,Medium,26,Yes
T002326,A00936,2024-09-01,Feature Request,Low,59,Yes
T002327,A00938,2024-11-14,Bug Report,High,19,Yes
T002328,A00938,2024-12-14,Feature Request,Medium,32,Yes
T002329,A00939,2023-11-10,Onboarding Help,Medium,56,Yes
T002330,A00939,2024-10-12,Integration Issue,Medium,96,Yes
T002331,A00940,2024-10-07,Billing,Low,39,Yes
T002332,A00940,2024-08-28,Performance,Medium,87,Yes
T002333,A00940,2024-05-16,Bug Report,Medium,68,Yes
T002334,A00940,2024-11-05,Bug Report,Low,101,Yes
T002335,A00940,2024-06-13,Billing,High,41,Yes
T002336,A00940,2023-12-25,Bug Report,Low,158,Yes
T002337,A00941,2024-08-28,Integration Issue,Medium,38,Yes
